,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
352,"Williams, Ebonee P.",CENG 100 - Process Modl&Computn/Chem Engn (A),FA12,224,191,88.4%,32.8%,8.37,B (3.14),B (3.04)
353,"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA12,225,87,70.5%,73.1%,12.5,B (3.23),B- (2.89)
354,"Opatkiewicz, Justin Paul",CENG 101A - Introductory Fluid Mechanics (A),FA12,225,87,71.1%,95.2%,12.45,B (3.23),B- (2.89)
355,"Herz, Richard K",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA12,78,29,78.3%,43.5%,7.37,B- (2.91),B (3.07)
356,"Zhang, Liangfang",CENG 122 - Separation Processes (A),FA12,83,28,96.3%,96.3%,5.5,B+ (3.50),B (3.20)
357,"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP12,85,28,100.0%,92.9%,6.71,B+ (3.68),B+ (3.33)
358,"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (A),SP12,111,40,82.1%,57.9%,8.14,B+ (3.39),B (3.14)
359,"Chau, Pao C.",CENG 124B - Chem Plant & Process Design II (A),SP12,64,12,66.7%,58.3%,10.0,B+ (3.67),B+ (3.42)
360,"Chau, Pao C.",CENG 176B - Chem Engineerng Process Lab II (A),SP12,63,11,77.8%,60.0%,9.3,B+ (3.36),B+ (3.44)
361,"Talbot, Jan B",CENG 176B - Chem Engineerng Process Lab II (A),SP12,63,11,80.0%,81.8%,9.05,B+ (3.36),B+ (3.44)
362,"Zhang, Liangfang",CENG 176B - Chem Engineerng Process Lab II (A),SP12,63,11,80.0%,100.0%,9.23,B+ (3.36),B+ (3.44)
363,"Talbot, Jan B",CENG 101B - Heat Transfer (A),WI12,90,45,91.1%,64.4%,7.48,B+ (3.60),B- (2.87)
364,"Cha, Jennifer N",CENG 102 - Chemical Engin Thermodynamics (A),WI12,117,54,96.3%,94.3%,8.65,B+ (3.45),B- (2.90)
365,"Chau, Pao C.",CENG 124A - Chem Plant & Process Design I (A),WI12,66,22,61.9%,19.0%,14.2,B+ (3.38),B (3.24)
366,"Chau, Pao C.",CENG 176A - Chem Engineerng Process Lab I (A),WI12,64,16,62.5%,31.3%,11.63,B+ (3.31),B+ (3.50)
367,"Talbot, Jan B",CENG 176A - Chem Engineerng Process Lab I (A),WI12,64,10,66.7%,66.7%,10.3,B+ (3.31),B+ (3.50)
368,"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (A),WI12,64,12,75.0%,91.7%,9.5,B+ (3.31),B+ (3.50)
369,"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (A),FA11,162,86,91.7%,94.0%,0.57,A (4.00),
370,"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),FA11,116,58,86.0%,54.4%,6.75,B+ (3.36),B- (2.88)
371,"Williams, Ebonee P.",CENG 100 - Process Modl&Computn/Chem Engn (B),FA11,49,30,79.3%,51.7%,6.71,B (3.25),B- (2.93)
372,"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA11,197,92,80.2%,78.0%,11.51,B (3.19),B- (2.91)
373,"Herz, Richard K",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA11,107,35,74.3%,34.3%,7.99,B (3.00),B- (2.95)
374,"Zhang, Liangfang",CENG 122 - Separation Processes (A),FA11,62,19,94.7%,100.0%,6.61,B+ (3.67),B (3.29)
375,"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP11,72,31,96.6%,86.2%,6.43,B+ (3.43),B (3.20)
376,"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (A),SP11,78,27,84.6%,61.5%,8.04,B (3.16),B- (3.00)
