,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
48,"Tsai, Philbert S",PHYS 1AL - Mechanics Laboratory (0),WI23,317,123,34.8%,54.3%,5.6,B- (2.92),B- (2.73)
49,"Yagil, Avi",PHYS 1AL - Mechanics Laboratory (0),WI23,317,123,34.8%,53.8%,5.6,B- (2.92),B- (2.73)
50,"Smith, Douglas E",PHYS 1B - Electricity and Magnetism (A),WI23,534,244,75.3%,79.7%,5.72,B (3.30),B (3.12)
51,"Smith, Douglas E",PHYS 1B - Electricity and Magnetism (B),WI23,519,245,73.9%,82.7%,5.9,B (3.27),B (3.10)
52,"Arlett, Jessica Lynn",PHYS 1BL - Electricity & Magnetism Lab (0),WI23,1002,414,39.1%,61.0%,4.83,B (3.15),B (3.08)
53,"Tsai, Philbert S",PHYS 1BL - Electricity & Magnetism Lab (0),WI23,1002,413,38.9%,60.9%,4.83,B (3.15),B (3.08)
54,"Yagil, Avi",PHYS 1BL - Electricity & Magnetism Lab (0),WI23,1002,413,38.9%,61.3%,4.83,B (3.15),B (3.08)
55,"Tytler, David Robert","PHYS 1C - Waves, Optics & Modern Physics (A)",WI23,135,57,44.9%,52.1%,6.3,B- (2.76),C+ (2.66)
56,"Arlett, Jessica Lynn","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",WI23,171,60,36.2%,42.1%,4.74,B- (2.89),B- (2.77)
57,"Tsai, Philbert S","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",WI23,171,60,36.2%,53.6%,4.74,B- (2.89),B- (2.77)
58,"Yagil, Avi","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",WI23,171,60,36.2%,44.6%,4.74,B- (2.89),B- (2.77)
59,"Meyertholen, Andrew D.",PHYS 2A - Physics-Mechanics (A),WI23,328,207,88.2%,95.0%,6.56,B (3.03),C+ (2.66)
60,"Meyertholen, Andrew D.",PHYS 2A - Physics-Mechanics (B),WI23,212,151,87.2%,93.9%,7.1,B (3.02),B- (2.76)
61,"Keres, Dusan",PHYS 2B - Phys-Electricity and Magnetism (A),WI23,308,167,62.7%,56.4%,7.67,B (3.04),C+ (2.70)
62,"Yang, Liang","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",WI23,399,173,90.4%,82.5%,5.9,B+ (3.41),B (3.15)
63,"Allen, Monica T",PHYS 2CL - Phys Lab-Elec&Magnetism (A),WI23,175,76,66.7%,72.6%,4.45,B+ (3.51),B (3.25)
64,"Arlett, Jessica Lynn",PHYS 2CL - Phys Lab-Elec&Magnetism (A),WI23,175,76,66.7%,83.6%,4.45,B+ (3.51),B (3.25)
65,"Shotwell, Brian",PHYS 2D - Phys-Relativity&Quantm Physics (A),WI23,62,30,93.1%,96.6%,7.67,B (3.18),B (3.29)
66,"Chivukula, Raja S",PHYS 4A - Physics/Physics Majrs-Mechancs (A),WI23,85,41,97.6%,87.8%,7.75,B+ (3.40),B- (2.76)
67,"Frano Pereira, Alex M","PHYS 4D - Phys Majrs-EM Wav,Spec Rel,Opt (A)",WI23,103,46,95.3%,95.3%,10.41,B (3.19),B- (2.86)
68,"Coil, Alison",PHYS 7 - Galaxies and Cosmology (A),WI23,160,51,89.8%,89.8%,4.78,B (3.03),B- (2.84)
69,"Grinstein, Benjamin",PHYS 87 - First-year Seminar (A),WI23,15,9,100.0%,100.0%,0.5,A (4.00),
70,"Tytler, David Robert",PHYS 10 - Concepts In Physics (A),FA22,58,17,33.3%,46.7%,4.37,B- (2.91),C+ (2.46)
71,"Shotwell, Brian",PHYS 100A - Electromagnetism I (A),FA22,67,18,100.0%,100.0%,6.5,B+ (3.44),B+ (3.46)
72,"Arovas, Daniel P",PHYS 110A - Mechanics I (A),FA22,62,17,70.6%,41.2%,8.97,B (3.12),B- (2.84)
73,"Yang, Liang",PHYS 122 - Experimental Techniques (A),FA22,24,5,80.0%,100.0%,10.9,C+ (2.50),
74,"Grover, Tarun",PHYS 130B - Quantum Physics II (A),FA22,54,21,45.0%,42.1%,10.98,C+ (2.48),B- (2.72)
75,"Shotwell, Brian",PHYS 140A - Statistical & Thermal Phys I (A),FA22,67,19,100.0%,94.1%,8.62,B (3.28),B (3.19)
76,"Fuller, George Michael",PHYS 161 - Black Holes (A),FA22,60,21,94.1%,88.2%,6.29,B+ (3.68),B+ (3.65)
77,"Keres, Dusan",PHYS 163 - Galaxies and Quasars (A),FA22,13,4,100.0%,100.0%,5.83,B (3.00),
78,"Jun, Suckjoon",PHYS 191 - Undergraduate Seminar/Physics (A),FA22,33,10,100.0%,100.0%,0.94,B (3.00),
79,"Koslover, Elena F",PHYS 1A - Mechanics (A),FA22,301,124,78.7%,86.0%,7.78,B (3.17),B- (2.89)
80,"Koslover, Elena F",PHYS 1A - Mechanics (B),FA22,335,136,80.2%,89.2%,7.41,B (3.11),B (3.03)
81,"Gilbert, Dylan Paul",PHYS 1A - Mechanics (C),FA22,543,215,95.6%,99.5%,5.63,B+ (3.54),B+ (3.35)
82,"Arlett, Jessica Lynn",PHYS 1AL - Mechanics Laboratory (0),FA22,1101,410,44.5%,66.1%,4.32,B (3.10),B (3.23)
83,"Tsai, Philbert S",PHYS 1AL - Mechanics Laboratory (0),FA22,1101,410,44.5%,62.2%,4.32,B (3.10),B (3.23)
84,"Yagil, Avi",PHYS 1AL - Mechanics Laboratory (0),FA22,1101,410,44.5%,62.1%,4.32,B (3.10),B (3.23)
85,"Groisman, Alexander",PHYS 1B - Electricity and Magnetism (A),FA22,312,70,63.1%,64.6%,6.41,B (3.11),B- (2.81)
86,"Arlett, Jessica Lynn",PHYS 1BL - Electricity & Magnetism Lab (0),FA22,277,61,36.8%,58.2%,4.39,B (3.05),B (3.11)
87,"Tsai, Philbert S",PHYS 1BL - Electricity & Magnetism Lab (0),FA22,277,61,36.8%,66.1%,4.39,B (3.05),B (3.11)
88,"Yagil, Avi",PHYS 1BL - Electricity & Magnetism Lab (0),FA22,277,61,36.8%,60.0%,4.39,B (3.05),B (3.11)
89,"Tsai, Philbert S","PHYS 1C - Waves, Optics & Modern Physics (A)",FA22,334,101,75.8%,87.1%,6.9,B+ (3.33),B (3.25)
90,"Arlett, Jessica Lynn","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",FA22,280,77,36.6%,71.8%,5.11,B (3.07),B (3.03)
91,"Tsai, Philbert S","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",FA22,280,77,36.6%,80.3%,5.11,B (3.07),B (3.03)
92,"Yagil, Avi","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",FA22,280,77,36.6%,70.0%,5.11,B (3.07),B (3.03)
93,"Meyertholen, Andrew D.",PHYS 2A - Physics-Mechanics (A),FA22,365,183,86.5%,97.2%,6.8,B (3.19),B- (2.73)
94,"Branson, James G",PHYS 2B - Phys-Electricity and Magnetism (A),FA22,137,52,23.5%,14.0%,9.0,C+ (2.63),B- (2.90)
95,"Barreiro Guerrero, Julio","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",FA22,235,191,78.0%,71.2%,7.1,B (3.29),B+ (3.36)
96,"Barreiro Guerrero, Julio","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (B)",FA22,269,215,80.4%,72.3%,6.47,B (3.29),B+ (3.41)
97,"Du, Chunhui",PHYS 2CL - Phys Lab-Elec&Magnetism (A),FA22,284,132,77.4%,82.3%,4.82,B+ (3.62),A- (3.86)
98,"Hirsch, Jorge Eduardo",PHYS 2D - Phys-Relativity&Quantm Physics (A),FA22,20,7,71.4%,71.4%,9.07,B (3.00),B- (2.80)
99,"Butov, Leonid",PHYS 2DL - Physics Lab-Modern Physics (A),FA22,72,14,92.3%,100.0%,4.35,B+ (3.69),A- (3.84)
100,"Green, Daniel Richard",PHYS 39 - Phys Intro Spec. Topics (B),FA22,32,16,80.0%,80.0%,6.9,B (3.07),B (3.24)
101,"Averitt, Richard Douglas",PHYS 4C - Phys Majrs-Elect & Magnetism (A),FA22,117,52,78.0%,76.0%,10.02,B- (2.84),B (3.02)
102,"Konopacky, Quinn Morgan",PHYS 5 - Stars and Black Holes (A),FA22,187,115,87.4%,93.7%,4.08,B (3.14),B (3.04)
103,"Ostrowski, Kevin James",PHYS 1A - Mechanics (A),S222,42,36,58.3%,61.8%,8.1,B (3.12),B (3.24)
104,"Singh, Shruti",PHYS 1AL - Mechanics Laboratory (0),S222,49,21,94.1%,88.2%,4.13,A- (3.83),A- (3.92)
105,"Gilbert, Dylan Paul",PHYS 1B - Electricity and Magnetism (A),S222,48,12,100.0%,90.0%,5.7,B+ (3.60),B (3.00)
106,"Singh, Shruti",PHYS 1BL - Electricity & Magnetism Lab (0),S222,50,4,100.0%,66.7%,3.83,B+ (3.67),A- (3.86)
107,"Rappel, Wouter Jan","PHYS 1C - Waves, Optics & Modern Physics (A)",S222,75,13,66.7%,83.3%,7.33,B+ (3.33),B (3.08)
108,"Singh, Shruti","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",S222,73,17,66.7%,86.7%,5.93,B+ (3.50),A- (3.76)
109,"Gilbert, Dylan Paul",PHYS 2B - Phys-Electricity and Magnetism (A),S222,80,24,69.6%,82.6%,12.33,B (3.18),B- (2.98)
110,"Gonzales, Daniel Patrick","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",S222,57,36,86.1%,97.2%,9.81,B+ (3.35),B (3.29)
111,"Rappel, Wouter Jan",PHYS 2CL - Phys Lab-Elec&Magnetism (A),S222,44,19,78.9%,77.8%,9.06,B+ (3.41),B (3.25)
112,"Shotwell, Brian",PHYS 2D - Phys-Relativity&Quantm Physics (A),S222,27,7,100.0%,100.0%,7.36,B+ (3.43),B+ (3.39)
113,"Ito, Jennifer Chiemi",PHYS 1A - Mechanics (A),S122,72,18,94.4%,94.4%,5.39,B+ (3.38),B+ (3.30)
114,"Singh, Shruti",PHYS 1AL - Mechanics Laboratory (0),S122,56,13,83.3%,63.6%,4.14,B+ (3.45),B+ (3.63)
115,"Gilbert, Dylan Paul",PHYS 1B - Electricity and Magnetism (A),S122,65,18,100.0%,100.0%,7.57,B+ (3.53),B- (2.86)
116,"Singh, Shruti",PHYS 1BL - Electricity & Magnetism Lab (0),S122,50,9,100.0%,88.9%,5.39,A- (3.78),A- (3.78)
117,"Gonzales, Daniel Patrick","PHYS 1C - Waves, Optics & Modern Physics (A)",S122,55,36,94.4%,91.7%,6.85,B (3.28),B (3.25)
118,"Singh, Shruti","PHYS 1CL - Waves,Optics&Modrn Phys Lab (0)",S122,52,16,92.9%,85.7%,6.17,B (3.15),B+ (3.59)
119,"Meyertholen, Andrew D.",PHYS 2A - Physics-Mechanics (A),S122,122,44,92.9%,95.1%,8.64,B (3.26),B (3.01)
120,"Gilbert, Dylan Paul",PHYS 2B - Phys-Electricity and Magnetism (A),S122,60,17,82.4%,88.2%,12.15,B (3.12),B- (2.88)
121,"Rappel, Wouter Jan",PHYS 2BL - Physics Laboratory-Mechanics (A),S122,38,6,66.7%,100.0%,8.83,B+ (3.67),B+ (3.37)
122,"Karanam, Aravind Rao","PHYS 2C - Physics-Flu,Wav,Thrmdyn,Optics (A)",S122,61,37,94.4%,91.7%,6.72,B+ (3.43),B+ (3.39)
123,"Grinstein, Benjamin",PHYS 4A - Physics/Physics Majrs-Mechancs (A),S122,19,3,100.0%,100.0%,11.17,C+ (2.33),
124,"Barreiro Guerrero, Julio",PHYS 100C - Electromagnetism III (A),SP22,26,20,94.7%,94.7%,7.1,B+ (3.60),A- (3.75)
125,"Dubin, Daniel Herschel",PHYS 105B - Mathematical&Computatnl Phy II (A),SP22,11,6,100.0%,100.0%,13.83,B- (2.83),
126,"Murphy, Thomas",PHYS 12 - Energy and the Environment (A),SP22,52,38,81.6%,83.8%,4.71,B (3.13),B (3.25)
127,"Yang, Liang",PHYS 120 - Circuits and Electronics (A),SP22,65,26,79.2%,91.3%,12.9,B (3.08),B (3.08)
128,"Wright, Shelley Adams",PHYS 13 - Life in the Universe (A),SP22,73,23,90.5%,100.0%,3.74,B+ (3.50),B (3.01)
