,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
249,"Ong, Shyue Ping",NANO 114 - Prob and Stat Methods for Eng (A),WI16,14,12,100.0%,100.0%,6.83,B+ (3.50),
250,"Chen, Yi",NANO 120A - NanoEng Systems Design I (A),WI16,72,27,91.7%,83.3%,7.67,B (3.25),B+ (3.39)
251,"Jokerst, Jesse Vincent",NANO 120A - NanoEng Systems Design I (A),WI16,72,27,91.7%,100.0%,7.67,B (3.25),B+ (3.39)
252,"Sirbuly, Donald",NANO 120A - NanoEng Systems Design I (A),WI16,72,27,91.7%,100.0%,7.67,B (3.25),B+ (3.39)
253,"Lipomi, Darren John",NANO 134 - Polymeric Materials (A),WI16,61,29,96.3%,100.0%,4.8,B+ (3.50),B+ (3.36)
254,"Lubarda, Vlado",NANO 141A - Eng Mech I: Analysis of Equil (A),WI16,45,23,100.0%,90.9%,6.32,B+ (3.62),B (3.20)
255,"Xu, Sheng",NANO 4 - Experience NanoEngineering (A),WI16,16,8,87.5%,87.5%,0.75,A (4.00),
256,"Xu, Sheng",NANO 4 - Experience NanoEngineering (B),WI16,15,6,100.0%,100.0%,0.83,A (4.00),
257,"Vecchio, Kenneth S",NANO 100L - Physical Prop.of Materials Lab (A),FA15,14,4,100.0%,100.0%,7.0,A- (3.75),
258,"Tao, Andrea Rae",NANO 102 - Foundatn NanoEng: Chem Princpl (A),FA15,101,34,90.9%,90.9%,7.29,B (3.15),C+ (2.63)
259,"Vecchio, Kenneth S",NANO 108 - Materials Science & Engineerng (A),FA15,102,42,68.3%,48.8%,5.25,B (3.03),B- (2.96)
260,"Arya, Gaurav",NANO 110 - Modeling of Nanoscale Systems (A),FA15,74,23,95.5%,81.8%,6.41,B+ (3.36),B (3.01)
261,"Lubarda, Vlado",NANO 15 - Engin. Comp Using MATLAB (A),FA15,72,31,87.1%,74.2%,5.4,A- (3.71),B+ (3.34)
262,"Lubarda, Vlado",NANO 15 - Engin. Comp Using MATLAB (B),FA15,70,42,85.4%,68.3%,5.95,B+ (3.65),B+ (3.34)
263,"Graeve, Olivia A",NANO 156 - Nanomaterials (A),FA15,54,9,77.8%,77.8%,4.94,A- (3.89),B (3.04)
264,"Luo, Jian",NANO 158 - Phase Transformations/Kinetics (A),FA15,28,9,88.9%,55.6%,5.39,B+ (3.33),B+ (3.50)
265,"Opatkiewicz, Justin Paul",NANO 114 - Prob and Stat Methods for Eng (A),S215,16,13,92.3%,100.0%,9.0,B+ (3.38),
266,"Chen, Yi",NANO 103 - Foundatn NanoEng/Biochem Princ (A),SP15,90,36,68.8%,53.1%,5.27,B+ (3.38),B (3.22)
267,"Ong, Shyue Ping",NANO 106 - Crystallography of Materials (A),SP15,133,104,85.3%,97.1%,9.05,B (3.18),B- (2.99)
268,"Chen, Shaochen",NANO 112 - Synthesis/Fabricatn/NanoEngSys (A),SP15,66,19,89.5%,89.5%,3.55,B+ (3.47),B+ (3.42)
269,"Esener, Sadik C",NANO 120B - NanoEng Systems Design II (A),SP15,83,23,81.0%,81.0%,7.0,A- (3.71),B+ (3.54)
270,"Luo, Jian",NANO 120B - NanoEng Systems Design II (A),SP15,83,23,80.0%,90.0%,6.92,A- (3.75),B+ (3.54)
271,"Sirbuly, Donald",NANO 120B - NanoEng Systems Design II (A),SP15,83,23,75.0%,90.0%,6.92,A- (3.75),B+ (3.54)
272,"Tao, Andrea Rae",NANO 120B - NanoEng Systems Design II (A),SP15,83,23,80.0%,85.0%,6.92,A- (3.75),B+ (3.54)
273,"Lubarda, Vlado",NANO 148 - Thermodynamics of Materials (A),SP15,62,26,87.5%,91.7%,7.08,B+ (3.50),B+ (3.41)
274,"Vecchio, Kenneth S",NANO 158L - Materials Processing Lab (A),SP15,12,6,100.0%,100.0%,14.5,A- (3.83),
275,"Fullerton, Eric E",NANO 168 - Electr/Dielectr/Magnetic Propr (A),SP15,38,11,80.0%,100.0%,4.9,B+ (3.40),B (3.06)
276,"Wang, Joseph",NANO 1 - NanoEngineering Seminar (A),WI15,89,39,84.2%,81.6%,1.04,A (4.00),
277,"Vecchio, Kenneth S",NANO 100L - Physical Prop.of Materials Lab (A),WI15,24,15,100.0%,100.0%,8.21,B+ (3.50),B+ (3.34)
278,"Chen, Shaochen",NANO 101 - Introduction to NanoEngineerng (A),WI15,212,79,79.5%,57.5%,4.24,B+ (3.45),B- (2.85)
279,"Sirbuly, Donald",NANO 104 - Foundatn NanoEng/Physical Prin (A),WI15,75,45,74.4%,72.1%,8.02,B- (2.98),B- (2.93)
280,"Esener, Sadik C",NANO 107 - Elect Dev&Circuits for NanoEng (A),WI15,48,13,54.5%,63.6%,7.59,B- (2.91),B- (2.95)
281,"Meng, Y.Shirley",NANO 111 - Characterization/NanoEng Systm (A),WI15,97,33,43.3%,33.3%,4.0,B+ (3.36),B+ (3.63)
282,"Ong, Shyue Ping",NANO 114 - Prob and Stat Methods for Eng (A),WI15,8,8,87.5%,87.5%,7.75,B+ (3.38),
283,"Chen, Yi",NANO 120A - NanoEng Systems Design I (A),WI15,83,17,93.8%,87.5%,6.1,B+ (3.43),B+ (3.30)
284,"Heller, Michael J",NANO 120A - NanoEng Systems Design I (A),WI15,83,17,93.8%,81.3%,6.1,B+ (3.43),B+ (3.30)
285,"Sirbuly, Donald",NANO 120A - NanoEng Systems Design I (A),WI15,83,17,93.8%,100.0%,6.1,B+ (3.43),B+ (3.30)
286,"Lipomi, Darren John",NANO 134 - Polymeric Materials (A),WI15,55,26,96.0%,96.0%,6.67,B+ (3.61),B+ (3.38)
287,"Yang, Kesong",NANO 15 - Engin. Comp Using MATLAB (A),WI15,45,17,94.1%,76.5%,4.85,B+ (3.65),B+ (3.30)
288,"Lubarda, Vlado",NANO 150 - Mechanics of Nanomaterials (A),WI15,37,17,93.8%,100.0%,6.75,B+ (3.63),B+ (3.32)
289,"Horvath, Stephen",NANO 161 - Material Selection/Engineering (A),WI15,34,14,100.0%,100.0%,4.79,A- (3.79),B+ (3.63)
290,"Meyers, Marc",NANO 174 - Mech. Behavior of Materials (A),WI15,11,5,100.0%,100.0%,5.7,B+ (3.40),
291,"Vecchio, Kenneth S",NANO 100L - Physical Prop.of Materials Lab (A),FA14,13,3,100.0%,100.0%,7.83,B+ (3.67),
292,"Tao, Andrea Rae",NANO 102 - Foundatn NanoEng: Chem Princpl (A),FA14,86,71,91.3%,88.4%,7.38,B (3.21),B- (2.79)
293,"Lubarda, Vlado",NANO 108 - Materials Science & Engineerng (A),FA14,101,50,93.5%,82.6%,6.31,B+ (3.56),B+ (3.41)
294,"Arya, Gaurav",NANO 110 - Modeling of NanoEng Systems (A),FA14,83,34,71.9%,53.1%,6.05,B+ (3.52),B- (2.96)
295,"Lubarda, Vlado",NANO 15 - Engin. Comp Using MATLAB (A),FA14,126,59,86.3%,66.7%,6.11,A- (3.81),B+ (3.44)
