,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,GPA,dept,num
21,21,21,21,21,21,21,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),SP19,161,117,87.9%,94.8%,7.82,B (3.23),B- (2.82),2.82,cse,20
22,22,22,22,22,22,22,"Politz, Joseph Gibbs",CSE 20 - Intro/Discrete Mathematics (B),SP19,163,125,87.8%,97.5%,7.91,B+ (3.35),B- (2.87),2.87,cse,20
23,23,23,23,23,23,23,"Bach, Quang Tran",CSE 20 - Intro/Discrete Mathematics (A),WI19,250,110,88.6%,94.2%,7.2,B (3.22),B (3.23),3.23,cse,20
24,24,24,24,24,24,24,"Jones, Miles E",CSE 20 - Intro/Discrete Mathematics (A),FA18,165,71,79.4%,87.7%,7.41,B (3.28),C+ (2.61),2.61,cse,20
25,25,25,25,25,25,25,"Cosman, Benjamin Leverett",CSE 20 - Intro/Discrete Mathematics (B),FA18,74,35,83.9%,87.1%,7.92,B (3.29),C (2.29),2.29,cse,20
26,26,26,26,26,26,26,"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),SP18,125,47,78.3%,78.3%,5.67,B+ (3.40),C+ (2.51),2.51,cse,20
27,27,27,27,27,27,27,"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (B),SP18,128,52,76.0%,78.0%,6.02,B (3.23),C+ (2.51),2.51,cse,20
28,28,28,28,28,28,28,"Vardy, Alexander",CSE 20 - Intro/Discrete Mathematics (A),WI18,317,284,94.0%,90.7%,6.38,B+ (3.41),B- (2.93),2.93,cse,20
29,29,29,29,29,29,29,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA17,154,92,88.8%,97.7%,7.66,B (3.29),B (3.03),3.03,cse,20
30,30,30,30,30,30,30,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),FA17,114,76,97.3%,98.7%,7.91,B+ (3.32),B (3.03),3.03,cse,20
31,31,31,31,31,31,31,"Vardy, Alexander",CSE 20 - Intro/Discrete Mathematics (A),SP17,203,103,84.2%,78.9%,7.45,B+ (3.34),B- (2.91),2.91,cse,20
32,32,32,32,32,32,32,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),WI17,267,210,89.7%,97.5%,6.69,B+ (3.68),B (3.16),3.16,cse,20
33,33,33,33,33,33,33,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),WI17,101,83,90.4%,97.6%,7.28,B+ (3.65),B (3.16),3.16,cse,20
34,34,34,34,34,34,34,"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (A),FA16,143,112,91.7%,91.7%,6.19,B+ (3.56),B+ (3.60),3.6,cse,20
35,35,35,35,35,35,35,"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (B),FA16,190,136,91.8%,85.8%,6.64,B+ (3.60),B+ (3.60),3.6,cse,20
36,36,36,36,36,36,36,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),SP16,211,77,76.5%,92.6%,6.79,B+ (3.30),B- (2.95),2.95,cse,20
37,37,37,37,37,37,37,"Grady, Daniel Carl",CSE 20 - Intro/Discrete Mathematics (C),SP16,156,64,68.9%,62.3%,6.81,B+ (3.35),B- (2.90),2.9,cse,20
38,38,38,38,38,38,38,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),WI16,354,183,75.1%,88.4%,7.08,B (3.24),B (3.04),3.04,cse,20
39,39,39,39,39,39,39,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),WI16,157,65,77.8%,82.5%,6.47,B (3.27),B (3.04),3.04,cse,20
40,40,40,40,40,40,40,"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (A),FA15,140,73,88.7%,81.7%,5.5,B+ (3.62),B+ (3.48),3.48,cse,20
41,41,41,41,41,41,41,"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (B),FA15,137,58,88.7%,86.8%,5.87,B+ (3.61),B+ (3.48),3.48,cse,20
42,42,42,42,42,42,42,"Jones, Miles E",CSE 20 - Intro/Discrete Mathematics (C),FA15,93,56,92.6%,83.3%,6.0,B+ (3.62),B+ (3.59),3.59,cse,20
43,43,43,43,43,43,43,"Rhodes, Neil Campbell",CSE 20 - Intro/Discrete Mathematics (A),S215,9,3,50.0%,100.0%,6.5,B (3.00),,,cse,20
44,44,44,44,44,44,44,"Langlois, Marina",CSE 20 - Intro/Discrete Mathematics (A),SP15,171,94,88.9%,74.4%,7.22,B+ (3.33),B+ (3.45),3.45,cse,20
45,45,45,45,45,45,45,"Kim, Yeon Kyung",CSE 20 - Intro/Discrete Mathematics (B),SP15,180,78,84.6%,64.1%,5.4,B+ (3.54),B (3.04),3.04,cse,20
46,46,46,46,46,46,46,"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (A),WI15,200,93,80.0%,52.2%,5.87,B+ (3.34),B+ (3.34),3.34,cse,20
47,47,47,47,47,47,47,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA14,151,76,81.9%,87.5%,9.28,B (3.17),B (3.07),3.07,cse,20
48,48,48,48,48,48,48,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),FA14,160,80,83.1%,90.1%,7.68,B (3.08),B (3.07),3.07,cse,20
49,49,49,49,49,49,49,"Rubalcaba, Robert Ramon",CSE 20 - Intro/Discrete Mathematics (A),S114,65,39,97.4%,97.4%,6.82,A- (3.78),B+ (3.43),3.43,cse,20
50,50,50,50,50,50,50,"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (A),SP14,155,73,84.7%,50.0%,4.24,B+ (3.57),B+ (3.42),3.42,cse,20
51,51,51,51,51,51,51,"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (B),SP14,166,73,78.6%,65.7%,4.56,B+ (3.55),B+ (3.42),3.42,cse,20
52,52,52,52,52,52,52,"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (A),WI14,212,71,81.3%,42.2%,5.0,B+ (3.49),B+ (3.45),3.45,cse,20
53,53,53,53,53,53,53,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA13,195,67,86.2%,95.4%,5.88,B+ (3.40),B (3.06),3.06,cse,20
54,54,54,54,54,54,54,"Cicotti, Pietro",CSE 20 - Intro/Discrete Mathematics (A),S113,71,28,69.2%,57.7%,8.98,B (3.00),B- (2.72),2.72,cse,20
55,55,55,55,55,55,55,"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (C),SP13,179,68,88.1%,92.5%,4.38,B (3.28),B- (2.92),2.92,cse,20
56,56,56,56,56,56,56,"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (D),SP13,182,59,87.9%,87.9%,5.45,B (3.04),B (3.05),3.05,cse,20
57,57,57,57,57,57,57,"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (B),WI13,141,63,93.2%,86.4%,4.64,B+ (3.68),B (3.07),3.07,cse,20
58,58,58,58,58,58,58,"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (C),WI13,143,74,93.1%,93.1%,4.89,B+ (3.59),B (3.09),3.09,cse,20
59,59,59,59,59,59,59,"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (A),FA12,206,128,91.9%,94.4%,5.05,B+ (3.52),B- (2.74),2.74,cse,20
60,60,60,60,60,60,60,"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),SP12,150,49,71.4%,61.2%,6.66,B (3.00),B (3.16),3.16,cse,20
61,61,61,61,61,61,61,"Pasquale, Joseph",CSE 20 - Intro/Discrete Mathematics (A),WI12,199,75,81.4%,86.1%,5.88,B+ (3.30),B- (2.82),2.82,cse,20
62,62,62,62,62,62,62,"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),FA11,147,62,78.7%,49.2%,6.66,B (3.08),C+ (2.48),2.48,cse,20
63,63,63,63,63,63,63,"Peng, Qian",CSE 20 - Intro/Discrete Mathematics (A),S111,53,22,68.2%,59.1%,10.59,B- (2.80),B- (2.74),2.74,cse,20
64,64,64,64,64,64,64,"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),SP11,144,59,75.9%,46.6%,5.6,B- (2.90),B (3.21),3.21,cse,20
65,65,65,65,65,65,65,"Pasquale, Joseph",CSE 20 - Intro/Discrete Mathematics (A),WI11,112,54,73.6%,83.0%,6.69,B (3.06),C+ (2.50),2.5,cse,20
66,66,66,66,66,66,66,"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),FA10,105,54,65.4%,36.5%,7.96,C+ (2.57),C+ (2.50),2.5,cse,20
67,67,67,67,67,67,67,"Peng, Qian",CSE 20 - Intro/Discrete Mathematics (A),SU10,44,17,50.0%,75.0%,9.63,B- (2.88),,,cse,20
68,68,68,68,68,68,68,"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),SP10,99,47,53.2%,51.1%,5.72,B- (2.76),C (2.17),2.17,cse,20
69,69,69,69,69,69,69,"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),WI10,115,53,75.5%,45.3%,4.15,B (3.20),B (3.22),3.22,cse,20
70,70,70,70,70,70,70,"Dahlstrom, Dana B.",CSE 20 - Intro/Discrete Mathematics (A),FA09,103,75,72.0%,45.9%,6.61,B- (2.94),C+ (2.66),2.66,cse,20
71,71,71,71,71,71,71,"Tong, Matthew Harrison",CSE 20 - Intro/Discrete Mathematics (A),SU09,41,18,66.7%,83.3%,10.61,B- (2.94),,,cse,20
72,72,72,72,72,72,72,"Howden, William E.",CSE 20 - Intro/Discrete Mathematics (A),SP09,88,66,74.2%,87.1%,3.48,B (3.16),B- (2.75),2.75,cse,20
73,73,73,73,73,73,73,"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),WI09,87,26,69.2%,69.2%,4.27,B (3.19),C+ (2.36),2.36,cse,20
74,74,74,74,74,74,74,"Orlitsky, Alon",CSE 20 - Intro/Discrete Mathematics (A),FA08,56,49,61.2%,46.9%,6.91,B- (2.84),C+ (2.65),2.65,cse,20
75,75,75,75,75,75,75,"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (A),SU08,18,16,93.8%,100.0%,5.83,B (3.13),,,cse,20
76,76,76,76,76,76,76,"Vardy, Alexander",CSE 20 - Intro/Discrete Mathematics (A),SP08,38,31,71.0%,83.9%,5.6,B- (2.81),C+ (2.60),2.6,cse,20
77,77,77,77,77,77,77,"Monteleoni, Claire",CSE 20 - Intro/Discrete Mathematics (A),WI08,67,59,77.2%,77.2%,4.33,B (3.14),C+ (2.67),2.67,cse,20
78,78,78,78,78,78,78,"Orlitsky, Alon",CSE 20 - Intro/Discrete Mathematics (A),FA07,46,38,72.2%,66.7%,7.24,B- (2.94),C+ (2.42),2.42,cse,20
79,79,79,79,79,79,79,"Cayton, Lawrence Allen",CSE 20 - Intro/Discrete Mathematics (A),SU07,30,27,84.6%,96.2%,5.81,B (3.08),,,cse,20
